"year","zone","domain","measure","value"
"2006","S01001838","SIMD","Decile",5
"2012","S01001838","Education Skills And Training","Decile",3
"2004","S01001838","Access To Services","Decile",5
"2006","S01001838","Access To Services","Decile",5
"2012","S01001838","Crime","Decile",5
"2009","S01001838","SIMD","Decile",4
"2009","S01001838","Access To Services","Decile",5
"2009","S01001838","Crime","Decile",6
"2012","S01001838","Access To Services","Decile",5
"2006","S01001838","Crime","Decile",7
"2012","S01001838","Employment","Decile",5
"2004","S01001838","Employment","Decile",6
"2006","S01001838","Employment","Decile",5
"2012","S01001838","SIMD","Decile",4
"2004","S01001838","SIMD","Decile",4
"2009","S01001838","Employment","Decile",5
"2012","S01001838","Health","Decile",7
"2004","S01001838","Education Skills And Training","Decile",1
"2006","S01001838","Health","Decile",6
"2006","S01001838","Education Skills And Training","Decile",3
"2009","S01001838","Health","Decile",6
"2009","S01001838","Education Skills And Training","Decile",3
"2004","S01001838","Health","Decile",5
"2006","S01001838","Income","Decile",5
"2004","S01001838","Housing","Decile",2
"2012","S01001838","Housing","Decile",2
"2004","S01001838","Income","Decile",4
"2012","S01001838","Income","Decile",4
"2009","S01001838","Housing","Decile",2
"2006","S01001838","Housing","Decile",2
"2009","S01001838","Income","Decile",3
"2009","S01001838","Education Skills And Training","Vigintile",5
"2012","S01001838","Education Skills And Training","Vigintile",5
"2006","S01001838","Education Skills And Training","Vigintile",5
"2004","S01001838","Education Skills And Training","Vigintile",2
"2009","S01001838","Employment","Vigintile",9
"2004","S01001838","Employment","Vigintile",11
"2006","S01001838","Employment","Vigintile",10
"2012","S01001838","Employment","Vigintile",9
"2004","S01001838","Health","Vigintile",9
"2012","S01001838","Health","Vigintile",13
"2006","S01001838","Health","Vigintile",11
"2009","S01001838","Health","Vigintile",12
"2012","S01001838","Housing","Vigintile",4
"2004","S01001838","Housing","Vigintile",4
"2006","S01001838","Housing","Vigintile",4
"2009","S01001838","Housing","Vigintile",4
"2004","S01001838","Access To Services","Vigintile",10
"2006","S01001838","Access To Services","Vigintile",9
"2009","S01001838","Access To Services","Vigintile",10
"2012","S01001838","Access To Services","Vigintile",10
"2006","S01001838","Crime","Vigintile",14
"2012","S01001838","Crime","Vigintile",10
"2009","S01001838","Crime","Vigintile",12
"2009","S01001838","Income","Vigintile",6
"2006","S01001838","Income","Vigintile",9
"2012","S01001838","Income","Vigintile",7
"2004","S01001838","Income","Vigintile",8
"2012","S01001838","SIMD","Vigintile",8
"2006","S01001838","SIMD","Vigintile",9
"2004","S01001838","SIMD","Vigintile",7
"2009","S01001838","SIMD","Vigintile",8
"2012","S01001838","Housing","Quintile",1
"2004","S01001838","Employment","Quintile",3
"2009","S01001838","Income","Quintile",2
"2006","S01001838","Income","Quintile",3
"2012","S01001838","Income","Quintile",2
"2006","S01001838","Housing","Quintile",1
"2004","S01001838","Income","Quintile",2
"2009","S01001838","Housing","Quintile",1
"2006","S01001838","Health","Quintile",3
"2012","S01001838","Education Skills And Training","Quintile",2
"2004","S01001838","Health","Quintile",3
"2004","S01001838","Education Skills And Training","Quintile",1
"2009","S01001838","Education Skills And Training","Quintile",2
"2012","S01001838","Health","Quintile",4
"2009","S01001838","Health","Quintile",3
"2006","S01001838","Employment","Quintile",3
"2009","S01001838","SIMD","Quintile",2
"2006","S01001838","Education Skills And Training","Quintile",2
"2004","S01001838","SIMD","Quintile",2
"2009","S01001838","Employment","Quintile",3
"2006","S01001838","SIMD","Quintile",3
"2012","S01001838","Crime","Quintile",3
"2009","S01001838","Crime","Quintile",3
"2012","S01001838","SIMD","Quintile",2
"2012","S01001838","Access To Services","Quintile",3
"2009","S01001838","Access To Services","Quintile",3
"2012","S01001838","Employment","Quintile",3
"2006","S01001838","Crime","Quintile",4
"2006","S01001838","Access To Services","Quintile",3
"2004","S01001838","Access To Services","Quintile",3
"2004","S01001838","Housing","Quintile",1
"2012","S01001839","Access To Services","Rank",5125
"2006","S01001839","Health","Rank",796
"2009","S01001839","Employment","Rank",1081
"2012","S01001839","Health","Rank",601
"2006","S01001839","SIMD","Rank",1249
"2006","S01001839","Crime","Rank",634
"2004","S01001839","Employment","Rank",2326
"2012","S01001839","Crime","Rank",401
"2004","S01001839","Access To Services","Rank",5338
"2009","S01001839","Health","Rank",522
"2012","S01001839","Income","Rank",1019
"2004","S01001839","Health","Rank",867
"2004","S01001839","Income","Rank",833
"2004","S01001839","SIMD","Rank",1308
"2012","S01001839","Education Skills And Training","Rank",1606
"2009","S01001839","Access To Services","Rank",5030
"2006","S01001839","Income","Rank",964
"2012","S01001839","Employment","Rank",1433
"2006","S01001839","Housing","Rank",833
"2012","S01001839","Housing","Rank",833
"2006","S01001839","Employment","Rank",1843
"2009","S01001839","Crime","Rank",884
"2006","S01001839","Access To Services","Rank",4259
"2009","S01001839","Education Skills And Training","Rank",1607
"2012","S01001839","SIMD","Rank",1106
"2004","S01001839","Education Skills And Training","Rank",1453
"2009","S01001839","SIMD","Rank",840
"2009","S01001839","Income","Rank",604
"2009","S01001839","Housing","Rank",833
"2006","S01001839","Education Skills And Training","Rank",1834
"2004","S01001839","Housing","Rank",833
"2006","S01001839","SIMD","Decile",2
"2012","S01001839","Education Skills And Training","Decile",3
"2004","S01001839","Access To Services","Decile",9
"2006","S01001839","Access To Services","Decile",7
"2012","S01001839","Crime","Decile",1
"2009","S01001839","SIMD","Decile",2
"2009","S01001839","Access To Services","Decile",8
"2009","S01001839","Crime","Decile",2
"2012","S01001839","Access To Services","Decile",8
"2006","S01001839","Crime","Decile",1
"2012","S01001839","Employment","Decile",3
"2004","S01001839","Employment","Decile",4
"2006","S01001839","Employment","Decile",3
"2012","S01001839","SIMD","Decile",2
"2004","S01001839","SIMD","Decile",3
"2009","S01001839","Employment","Decile",2
"2012","S01001839","Health","Decile",1
"2004","S01001839","Education Skills And Training","Decile",3
"2006","S01001839","Health","Decile",2
"2006","S01001839","Education Skills And Training","Decile",3
"2009","S01001839","Health","Decile",1
"2009","S01001839","Education Skills And Training","Decile",3
"2004","S01001839","Health","Decile",2
"2006","S01001839","Income","Decile",2
"2004","S01001839","Housing","Decile",2
"2012","S01001839","Housing","Decile",2
"2004","S01001839","Income","Decile",2
"2012","S01001839","Income","Decile",2
"2009","S01001839","Housing","Decile",2
"2006","S01001839","Housing","Decile",2
"2009","S01001839","Income","Decile",1
"2009","S01001839","Education Skills And Training","Vigintile",5
"2012","S01001839","Education Skills And Training","Vigintile",5
"2006","S01001839","Education Skills And Training","Vigintile",6
"2004","S01001839","Education Skills And Training","Vigintile",5
"2009","S01001839","Employment","Vigintile",4
"2004","S01001839","Employment","Vigintile",8
"2006","S01001839","Employment","Vigintile",6
"2012","S01001839","Employment","Vigintile",5
"2004","S01001839","Health","Vigintile",3
"2012","S01001839","Health","Vigintile",2
"2006","S01001839","Health","Vigintile",3
"2009","S01001839","Health","Vigintile",2
"2012","S01001839","Housing","Vigintile",3
"2004","S01001839","Housing","Vigintile",3
"2006","S01001839","Housing","Vigintile",3
"2009","S01001839","Housing","Vigintile",3
"2004","S01001839","Access To Services","Vigintile",17
"2006","S01001839","Access To Services","Vigintile",14
"2009","S01001839","Access To Services","Vigintile",16
"2012","S01001839","Access To Services","Vigintile",16
"2006","S01001839","Crime","Vigintile",2
"2012","S01001839","Crime","Vigintile",2
"2009","S01001839","Crime","Vigintile",3
"2009","S01001839","Income","Vigintile",2
"2006","S01001839","Income","Vigintile",3
"2012","S01001839","Income","Vigintile",4
"2004","S01001839","Income","Vigintile",3
"2012","S01001839","SIMD","Vigintile",4
"2006","S01001839","SIMD","Vigintile",4
"2004","S01001839","SIMD","Vigintile",5
"2009","S01001839","SIMD","Vigintile",3
"2012","S01001839","Housing","Quintile",1
"2004","S01001839","Employment","Quintile",2
"2009","S01001839","Income","Quintile",1
"2006","S01001839","Income","Quintile",1
"2012","S01001839","Income","Quintile",1
"2006","S01001839","Housing","Quintile",1
"2004","S01001839","Income","Quintile",1
"2009","S01001839","Housing","Quintile",1
"2006","S01001839","Health","Quintile",1
"2012","S01001839","Education Skills And Training","Quintile",2
"2004","S01001839","Health","Quintile",1
"2004","S01001839","Education Skills And Training","Quintile",2
"2009","S01001839","Education Skills And Training","Quintile",2
"2012","S01001839","Health","Quintile",1
"2009","S01001839","Health","Quintile",1
"2006","S01001839","Employment","Quintile",2
"2009","S01001839","SIMD","Quintile",1
"2006","S01001839","Education Skills And Training","Quintile",2
"2004","S01001839","SIMD","Quintile",2
"2009","S01001839","Employment","Quintile",1
"2006","S01001839","SIMD","Quintile",1
"2012","S01001839","Crime","Quintile",1
"2009","S01001839","Crime","Quintile",1
"2012","S01001839","SIMD","Quintile",1
"2012","S01001839","Access To Services","Quintile",4
"2009","S01001839","Access To Services","Quintile",4
"2012","S01001839","Employment","Quintile",2
"2006","S01001839","Crime","Quintile",1
"2006","S01001839","Access To Services","Quintile",4
"2004","S01001839","Access To Services","Quintile",5
"2004","S01001839","Housing","Quintile",1
"2012","S01001840","Access To Services","Rank",1771
"2006","S01001840","Health","Rank",6325
"2009","S01001840","Employment","Rank",6197
"2012","S01001840","Health","Rank",6107
"2006","S01001840","SIMD","Rank",6186
"2006","S01001840","Crime","Rank",5307
"2004","S01001840","Employment","Rank",6135
"2012","S01001840","Crime","Rank",3329
"2004","S01001840","Access To Services","Rank",4323
"2009","S01001840","Health","Rank",6396
"2012","S01001840","Income","Rank",6209
"2004","S01001840","Health","Rank",6145
"2004","S01001840","Income","Rank",6202
"2004","S01001840","SIMD","Rank",6471
"2012","S01001840","Education Skills And Training","Rank",6295
"2009","S01001840","Access To Services","Rank",2922
"2006","S01001840","Income","Rank",6218
"2012","S01001840","Employment","Rank",6330
"2006","S01001840","Housing","Rank",6439
"2012","S01001840","Housing","Rank",6439
"2006","S01001840","Employment","Rank",6169
"2009","S01001840","Crime","Rank",6290
"2006","S01001840","Access To Services","Rank",1568
"2009","S01001840","Education Skills And Training","Rank",6421
"2012","S01001840","SIMD","Rank",6137
"2004","S01001840","Education Skills And Training","Rank",6178
"2009","S01001840","SIMD","Rank",6405
"2009","S01001840","Income","Rank",6128
"2009","S01001840","Housing","Rank",6439
"2006","S01001840","Education Skills And Training","Rank",6193
"2004","S01001840","Housing","Rank",6439
"2006","S01001840","SIMD","Decile",10
"2012","S01001840","Education Skills And Training","Decile",10
"2004","S01001840","Access To Services","Decile",7
"2006","S01001840","Access To Services","Decile",3
"2012","S01001840","Crime","Decile",6
"2009","S01001840","SIMD","Decile",10
"2009","S01001840","Access To Services","Decile",5
"2009","S01001840","Crime","Decile",10
"2012","S01001840","Access To Services","Decile",3
"2006","S01001840","Crime","Decile",9
"2012","S01001840","Employment","Decile",10
"2004","S01001840","Employment","Decile",10
"2006","S01001840","Employment","Decile",10
"2012","S01001840","SIMD","Decile",10
"2004","S01001840","SIMD","Decile",10
"2009","S01001840","Employment","Decile",10
"2012","S01001840","Health","Decile",10
"2004","S01001840","Education Skills And Training","Decile",10
"2006","S01001840","Health","Decile",10
"2006","S01001840","Education Skills And Training","Decile",10
"2009","S01001840","Health","Decile",10
"2009","S01001840","Education Skills And Training","Decile",10
"2004","S01001840","Health","Decile",10
"2006","S01001840","Income","Decile",10
"2004","S01001840","Housing","Decile",10
"2012","S01001840","Housing","Decile",10
"2004","S01001840","Income","Decile",10
"2012","S01001840","Income","Decile",10
"2009","S01001840","Housing","Decile",10
"2006","S01001840","Housing","Decile",10
"2009","S01001840","Income","Decile",10
"2009","S01001840","Education Skills And Training","Vigintile",20
"2012","S01001840","Education Skills And Training","Vigintile",20
"2006","S01001840","Education Skills And Training","Vigintile",20
"2004","S01001840","Education Skills And Training","Vigintile",19
"2009","S01001840","Employment","Vigintile",20
"2004","S01001840","Employment","Vigintile",19
"2006","S01001840","Employment","Vigintile",19
"2012","S01001840","Employment","Vigintile",20
"2004","S01001840","Health","Vigintile",19
"2012","S01001840","Health","Vigintile",19
"2006","S01001840","Health","Vigintile",20
"2009","S01001840","Health","Vigintile",20
"2012","S01001840","Housing","Vigintile",20
"2004","S01001840","Housing","Vigintile",20
"2006","S01001840","Housing","Vigintile",20
"2009","S01001840","Housing","Vigintile",20
"2004","S01001840","Access To Services","Vigintile",14
"2006","S01001840","Access To Services","Vigintile",5
"2009","S01001840","Access To Services","Vigintile",9
"2012","S01001840","Access To Services","Vigintile",6
"2006","S01001840","Crime","Vigintile",17
"2012","S01001840","Crime","Vigintile",11
"2009","S01001840","Crime","Vigintile",20
"2009","S01001840","Income","Vigintile",19
"2006","S01001840","Income","Vigintile",20
"2012","S01001840","Income","Vigintile",20
"2004","S01001840","Income","Vigintile",20
"2012","S01001840","SIMD","Vigintile",19
"2006","S01001840","SIMD","Vigintile",20
"2004","S01001840","SIMD","Vigintile",20
"2009","S01001840","SIMD","Vigintile",20
"2012","S01001840","Housing","Quintile",5
"2004","S01001840","Employment","Quintile",5
"2009","S01001840","Income","Quintile",5
"2006","S01001840","Income","Quintile",5
"2012","S01001840","Income","Quintile",5
"2006","S01001840","Housing","Quintile",5
